popularity,original_title,director,runtime,release_date,vote_count,vote_average,budget_adj,revenue_adj
0.251933,The Wizards Return: Alex vs. Alex,Victor Gonzalez,60,3/15/2013,96,6.3,0,0
0.250542,Jodorowsky's Dune,Frank Pavich,90,8/30/2013,98,8.1,0,0
0.249284,The Inevitable Defeat of Mister & Pete,"George Tillman, Jr.",108,10/11/2013,14,6.7,0,0
0.249031,How I Live Now,Kevin Macdonald,101,9/10/2013,169,6.4,0,0
0.248944,Doctor Who: The Time of the Doctor,James Payne,60,12/25/2013,26,8.5,0,0
0.244507,Welcome to the Jungle,Rob Meltzer,95,4/27/2013,81,4.9,3276116.735,0
0.240375,Downloaded,Alex Winter,106,6/20/2013,19,6.5,0,0
0.238632,The Last Exorcism Part II,Ed Gass-Donnelly,88,2/28/2013,145,4.5,4680166.764,14208332.94
0.236956,InAPPropriate Comedy,Vince Offer,84,3/22/2013,16,3.2,0,213.4156044
0.234543,Dirty Wars,Rick Rowley,87,1/18/2013,40,7.1,0,0
0.231532,The Suspect,Stuart Connelly,89,10/16/2013,10,5.1,0,0
0.230595,What Maisie Knew,Scott McGehee|David Siegel,93,5/2/2013,98,7.5,5616200.116,998252.4257
0.230594,Cottage Country,Peter Wellington,91,3/13/2013,21,5,0,0
0.70068,Teen Beach Movie,Jeffrey Hornaday,110,7/19/2013,154,6,0,0
0.229656,Mandela: Long Walk to Freedom,Justin Chadwick,141,12/6/2013,165,6.5,32761167.35,25581791.53
0.229398,Blue Caprice,Alexandre Moors,93,9/12/2013,28,5.3,0,0
0.229009,Louis C.K.: Oh My God,Louis C.K.,58,4/13/2013,45,7.5,0,0
0.228779,Vamp U,Matt Jespersen|Maclain Nelson,100,3/5/2013,22,4.4,0,0
0.228336,Zombie Night,John Gulager,88,10/8/2013,13,2.9,936033.3527,0
0.228099,The Hunters,Nisha Ganatra,85,10/25/2013,70,4.6,0,0
0.227851,Philomena,Stephen Frears,98,11/1/2013,360,7.4,11232400.23,93724899.8
0.226483,Madly Madagascar,David Soren,22,1/29/2013,29,6.2,0,0
0.151378,Bettie Page Reveals All,Mark Mori,101,11/22/2013,10,7,0,0
0.224882,Family Weekend,Benjamin Epps,105,3/28/2013,43,6.2,0,0
0.224842,Return to Nim's Island,Brendan Maher,90,3/15/2013,24,4.9,0,0
0.223863,Crazy Kind of Love,Sarah Siegel-Magness,100,5/31/2013,11,5.6,0,0
0.222776,Hross _­ oss,Benedikt Erlingsson,85,8/30/2013,11,6.5,9.360333527,10.29636688
0.222628,Sexy Evil Genius,Shawn Piller,85,4/9/2013,18,6.2,0,0
0.220882,Magic Magic,Sebasti_¡n Silva,97,7/26/2013,42,5.3,0,0
0.218887,Prince Avalanche,David Gordon Green,94,8/9/2013,70,6.1,678624.1807,0
0.357926,Louder Than Words,Anthony Fabian,95,10/11/2013,11,6.1,0,0
0.21824,Castello Cavalcanti,Wes Anderson,8,11/14/2013,39,7,0,0
0.218097,The Crash Reel,Lucy Walker,108,6/10/2013,23,7.9,0,0
0.217353,The Unknown Known,Errol Morris,102,8/29/2013,19,7.4,0,0
0.457265,Diana,Oliver Hirschbiegel,113,9/19/2013,122,5,14040500.29,20373955.62
0.280992,Test,Chris Mason Johnson,89,6/29/2013,23,7.1,0,0
0.2162,Touchy Feely,Lynn Shelton,89,1/19/2013,22,5.4,0,32781.76008
0.215019,The Marine 3: Homefront,Scott Wiper,86,3/5/2013,16,4.7,0,0
0.213141,Forbidden Ground,Johan Earl|Adrian Powers,95,8/16/2013,25,6,0,0
0.212741,Dear Dumb Diary,Kristin Hanggi,84,9/6/2013,11,6.6,0,0
0.211825,Jinxed,,75,11/29/2013,19,7,4680166.764,0
0.210901,Compulsion,Egidio Coccimiglio,88,6/21/2013,17,4.9,3744133.411,0
0.210806,The Saratov Approach,Garrett Batty,101,10/9/2013,10,5.2,0,0
0.210766,Dark Touch,Marina de Van,90,9/27/2013,20,4,0,0
0.210564,David Blaine: Real or Magic,Matthew Akers,63,11/18/2013,15,6.4,0,0
0.206724,Tesis sobre un homicidio,Hern_¡n Goldfrid,102,1/17/2013,34,6.2,0,0
0.359611,Alan Partridge: Alpha Papa,Declan Lowney,90,7/24/2013,94,6.7,0,0
0.205676,Grave Halloween,Steven R. Monroe,90,10/12/2013,13,3.8,0,0
0.204989,The Den,Zachary Donohue,81,12/12/2013,58,5.9,0,0
0.384555,Gimme Shelter,Ron Krauss,101,10/17/2013,55,6.4,7020250.146,1272921.117
0.202551,The Challenger,James Hawes,90,3/18/2013,14,6.5,0,0
0.245322,Drones,Rick Rosenthal,82,10/18/2013,10,5.2,0,0
0.19911,Jack the Giant Killer,Mark Atkins,87,3/12/2013,15,4,46801.66764,0
0.199019,The Right Kind of Wrong,Jeremiah S. Chechik,97,10/11/2013,68,6,0,0
0.198945,Particle Fever,Mark Levinson,99,6/14/2013,63,6.9,0,0
0.198091,A Promise,Patrice Leconte,94,9/4/2013,25,5.7,0,0
0.197857,The Blue Umbrella,Saschka Unseld,7,2/12/2013,132,7.8,0,0
0.379547,A Field in England,Ben Wheatley,90,7/5/2013,33,5.8,0,30744.9515
0.194655,Free Ride,Shana Betz,86,10/10/2013,11,5.5,0,0
0.194328,Pete's Christmas,Nisha Ganatra,86,11/16/2013,11,4.8,0,0
0.168935,Phil Spector,David Mamet,92,3/24/2013,20,5.6,0,0
0.19301,Heatstroke,Evelyn Purcell,92,12/19/2013,21,5.3,0,0
0.192757,Frankenstein's Army,Richard Raaphorst,84,1/24/2013,41,5.7,0,0
0.192249,The Selfish Giant,Clio Barnard,91,5/16/2013,48,7.1,0,0
0.18767,ëª½í__��,Jung Geun-sub,119,5/16/2013,23,7,0,0
0.187127,Proxy,Zack Parker,122,9/19/2013,19,6.1,0,0
0.248392,All Hallows' Eve,Damien Leone,82,10/29/2013,29,4.7,0,0
0.18384,AE: Apocalypse Earth,Thunder Levin,87,5/28/2013,18,4.1,936033.3527,0
0.182805,Drog_³wka,Wojciech Smarzowski,118,1/31/2013,10,6.8,1684860.035,0
0.182166,Hansel & Gretel,Anthony C. Ferrante,90,1/7/2013,74,4.8,126364.5026,0
0.18031,The Wee Man,Ray Burdis,106,1/18/2013,11,5.4,0,0
0.17972,No Half Measures: Creating the Final Season of Breaking Bad,Stuart Richardson,120,11/26/2013,29,8,0,0
0.179649,ì§___�á� ê°__ ê¸¸,Pang Eun-Jin,131,12/11/2013,10,7.1,0,0
0.051172,Non-Stop,Richard Gabai,90,11/29/2013,10,5.7,0,0
0.27066,Ninja: Shadow of a Tear,Isaac Florentine,95,12/27/2013,60,6.1,0,0
0.065195,Hotel Inferno,Giulio De Santi,80,12/26/2013,13,6,0,0
0.327935,The Hot Flashes,Susan Seidelman,99,7/12/2013,13,4.3,3744133.411,0
0.367908,Getaway,Courtney Solomon,90,8/29/2013,174,5,16848600.35,9830164.236
0.175029,Blutgletscher,Marvin Kren,98,9/27/2013,11,5.4,0,0
0.173264,The Monkey's Paw,Brett Simmons,88,10/8/2013,16,3.8,0,0
0.172844,Still Life,Uberto Pasolini,92,11/28/2013,45,7.2,0,0
0.131381,Three Night Stand,Pat Kiely,86,12/6/2013,13,4.8,0,0
0.171647,On the Job,Erik Matti,120,5/23/2013,23,5.9,985411.9202,436273.9133
0.170939,Fright Night 2: New Blood,Eduardo Rodr_­guez,99,8/31/2013,46,4.4,7488266.822,0
0.114529,Good Olâ__ Freda,Ryan White,86,9/6/2013,16,6.5,0,126401.0079
0.169539,The Class of '92,Benjamin Turner|Gabe Turner,98,12/1/2013,24,6.6,0,0
0.039128,Against the Wild,Richard Boddington,90,12/29/2013,12,5.2,0,0
0.168658,Wrong Cops,Quentin Dupieux,83,12/18/2013,40,5.9,0,0
0.168549,One Direction: This Is Us,Morgan Spurlock,92,8/28/2013,137,8,9360333.527,0
0.16821,Phineas and Ferb: Mission Marvel,,44,8/16/2013,13,5.9,0,0
0.193823,Rushlights,Antoni Stutz,96,6/21/2013,12,4.5,0,0
0.166867,Social Nightmare,Mark Quod,91,8/31/2013,13,4.9,0,0
0.166086,Gerontophilia,Bruce LaBruce,90,8/28/2013,16,6.1,0,4486.40786
0.165783,Chce si__ _¼y__,Maciej Pieprzyca,107,10/11/2013,13,7.3,932775.0206,0
0.165765,The Food Guide to Love,Dominic Harari|Teresa Pelegri,0,12/18/2013,12,5.6,0,0
0.164709,The Missing Picture,Rithy Panh,95,5/18/2013,15,5.8,0,48827.24381
0.164484,Terms and Conditions May Apply,Cullen Hoback,79,7/12/2013,52,6.7,0,0
0.107333,Tropico,Anthony Mandler,27,12/5/2013,24,8.4,0,0
0.085656,Dear Mr. Watterson,Joel Allen Schroeder,89,11/15/2013,13,5.7,0,0
0.162886,Beneath,Ben Ketai,89,10/8/2013,31,4.8,83.30696839,0
0.161976,Chilling Visions: 5 Senses of Fear,Eric England|Nick Everhart|Emily Hagins|Jesse Holland|Miko Hughes|Andy Mitton,88,5/15/2013,12,4.7,0,0
0.35145,Crystal Fairy & the Magical Cactus,Sebasti_¡n Silva,98,7/12/2013,39,5.9,0,0
0.282226,Open Road,M_¡rcio Garcia,85,4/12/2013,11,5.9,2808100.058,0
0.159291,Age of Dinosaurs,Joseph J. Lawson,88,5/11/2013,17,4.4,0,0
0.184574,500 MPH Storm,Daniel Lusko,90,2/28/2013,13,3.1,2808100.058,0
0.15234,A Haunting at Silver Falls,Brett Donowho,84,5/28/2013,14,4.9,0,0
0.411515,Nothing Left to Fear,Anthony Leonardi III,100,9/26/2013,39,4.6,2808100.058,1568212.495
0.109305,Hansel & Gretel: Warriors of Witchcraft,David DeCoteau,83,1/22/2013,12,2.8,0,0
0.067433,Prada: Candy,Wes Anderson|Roman Coppola,3,3/25/2013,27,6.9,0,0
0.073357,The Cheshire Murders,Kate Davis|David Heilbroner,115,7/22/2013,12,5.3,0,0
0.147641,Swindle,Jonathan Judge,90,8/23/2013,29,6.6,0,0
0.147531,Absolute Deception,Brian Trenchard-Smith,92,6/10/2013,14,4.4,4680166.764,0
0.147188,Go Goa Gone,Krishna D.K.|Raj Nidimoru,0,5/10/2013,16,5.3,0,0
0.145455,Spiders,Tibor Tak_¡cs,89,2/8/2013,17,3.6,6552233.469,0
0.145114,Zombie Massacre,Marco Ristori,90,6/6/2013,14,2.9,936033.3527,0
0.144548,Au bout du conte,Agn_¨s Jaoui,112,3/5/2013,13,5.7,0,0
0.144297,Madonna: MDNA World Tour,Danny Tull,120,6/22/2013,10,7,0,0
0.044625,The Stranger Within,Adam Neutzsky-Wulff,90,5/1/2013,14,4.4,748826.6822,0
0.223581,Quai d'Orsay,Bertrand Tavernier,113,11/6/2013,55,5.5,4785027.772,0
0.060833,The Wicked,Peter Winther,105,3/20/2013,21,4.2,748826.6822,0
0.14165,Cavemen,Herschel Faber,88,10/26/2013,17,4.8,0,0
0.075294,Comedy Central Roast of James Franco,Joel Gallen,70,9/2/2013,20,6.5,0,0
0.14069,Shadow People,Matthew Arnold,89,3/17/2013,19,5.2,0,0
0.139629,Prisoners of the Sun,Roger Christian,85,12/16/2013,11,3.5,16.84860035,0
0.139137,Hellbenders,J.T. Petty,87,10/18/2013,11,5.7,0,0
0.138833,Dragonfyre,Kohl Glass,97,9/25/2013,17,3.9,0,0
0.138566,The Bell Witch Haunting,Glenn Miller,91,11/5/2013,14,2.9,0,0
0.138365,Chariot,Brad Osborne,94,7/15/2013,12,5.5,0,0
0.071589,SAGA - Curse of the Shadow,John Lyde,100,6/17/2013,20,4.8,0,0
0.135765,Get a Horse!,Lauren MacMullan,6,11/27/2013,52,7.8,0,0
0.135633,Peeples,Tina Gordon Chism,95,5/9/2013,18,6.1,14.04050029,0
0.407065,We Steal Secrets: The Story of WikiLeaks,Alex Gibney,127,5/24/2013,37,6,0,563531.3918
0.134512,Lego Batman: The Movie - DC Super Heroes Unite,Jon Burton,71,5/20/2013,52,6.2,0,0
0.134363,Muscle Shoals,Greg 'Freddy' Camalier,111,9/27/2013,18,6.9,0,0
0.134357,The Contractor,Sean Olson,87,9/2/2013,10,2.4,0,0
0.134168,The Frankenstein Theory,Andrew Weiner,87,3/1/2013,16,4.6,0,0
0.133374,Ego,Lisa James Larsson,105,1/24/2013,10,5.6,0,0
0.08732,As Cool as I Am,Max Mayer,92,6/21/2013,25,5,0,0
0.133006,Sunshine on Leith,Dexter Fletcher,100,10/3/2013,30,6.6,0,0
0.131562,Lucky Them,Megan Griffiths,96,9/6/2013,11,5,0,0
0.131175,Mischief Night,Richard Schenkman,87,10/30/2013,18,4,0,0
0.129819,Hansel and Gretel Get Baked,Duane Journey,86,2/19/2013,48,4.9,4212150.087,0
0.123869,The Makeover,John Gray,85,1/26/2013,16,5.4,7488266.822,0
0.123435,iSteve,Ryan Perez,79,4/14/2013,15,4.9,0,0
0.139882,David Bowie: Five Years,Francis Whately,90,5/25/2013,12,7.1,0,0
0.118314,Birth of the Living Dead,Rob Kuhns,76,10/18/2013,13,6.1,0,0
0.165605,Top Gear: The Perfect Road Trip,,84,11/17/2013,35,7.6,0,0
0.1162,Drift,Morgan O'Neill|Ben Nott,113,7/23/2013,45,5.6,10296366.88,0
0.115346,The Haunting of Helena,Christian Bisceglia|Ascanio Malgarini,87,1/14/2013,17,4.5,0,0
0.245457,At Middleton,Adam Rogers,101,5/17/2013,29,6,2340083.382,0
0.113051,House of Versace,Sara Sugarman,85,10/4/2013,11,6,0,0
0.039995,ìºì¹_ë¯¸,HyeonJong Lee,115,12/18/2013,13,6.6,0,0
0.111493,Nailbiter,Patrick Rea,82,5/28/2013,11,3.4,0,0
0.110783,Legenda No. 17,Nikolay Lebedev,134,4/17/2013,18,6.8,7226177.483,0
0.110315,The Punk Singer,Sini Anderson,80,11/29/2013,20,7.3,0,0
0.109747,Molly Maxwell,Sara St. Onge,91,1/6/2013,12,5.8,0,0
0.109185,Home Sweet Home,David Morley,80,5/13/2013,10,4.8,0,0
0.106489,C.O.G.,Kyle Patrick Alvarez,92,9/20/2013,29,5.2,0,0
0.043907,Aningaaq,Jon_¡s Cuar_³n,7,10/19/2013,15,6.8,0,0
0.105401,Justin Bieber's Believe,Jon M. Chu,92,12/19/2013,52,7.5,0,0
0.05438,"Guten Tag, Ram_³n",Jorge Ram_­rez Su_¡rez,119,10/18/2013,11,8.4,3744133.411,0
0.099544,Snow Bride,Bert Kish,85,11/9/2013,14,6.8,0,0
0.154121,I'll Follow You Down,Richie Mehta,93,7/28/2013,31,5.8,0,0
0.098585,Scooby-Doo! Stage Fright,Victor Cook,75,8/20/2013,21,7.9,0,0
0.097506,Paranormal Whacktivity,Roger Roth,89,7/24/2013,11,3.8,3369720.07,0
0.096909,Salinger,Shane Salerno,120,9/6/2013,16,5.9,0,0
0.096455,Amiche da morire,Giorgia Farina,0,3/7/2013,30,5.5,0,0
0.039953,Lights Out,David F. Sandberg,3,12/1/2013,28,7.1,0,0
0.213552,Girl Rising,Richard Robbins,101,3/7/2013,14,7.1,0,0
0.092901,Tim's Vermeer,Teller,80,12/6/2013,41,7.1,0,0
0.390247,Mystery Road,Ivan Sen,121,6/5/2013,22,6.1,0,0
0.091023,Deep Dark Canyon,Abe Levy|Silver Tree,90,4/23/2013,12,5.2,0,0
0.090458,Gori Tere Pyaar Mein,Punit Malhotra,150,11/22/2013,15,6.6,0,320123.4066
0.086723,Antarctica: A Year on Ice,Anthony Powell,92,9/5/2013,16,7.1,936033.3527,0
0.085503,The Appearing,Daric Gates,92,1/10/2013,12,3.3,936033.3527,0
0.08482,The Jeffrey Dahmer Files,Chris James Thompson,76,2/15/2013,12,5.9,0,0
0.083891,Coffee Town,Brad Copeland,87,7/9/2013,28,6.6,0,0
0.068614,Viaggio Sola,Maria Sole Tognazzi,85,4/24/2013,17,5.4,0,0
0.060425,Les grandes ondes (__ l'ouest),Lionel Baier,85,8/11/2013,10,5.8,0,0
0.06263,Bo Burnham: what.,Christopher Storer|Bo Burnham,60,12/18/2013,28,7.7,0,0
0.07905,Cutie and the Boxer,Zachary Heinzerling,81,8/16/2013,20,7.3,0,0
0.145356,Neverlake,Riccardo Paoletti,86,12/13/2013,10,4,217159.7378,0
0.141918,Crystal Lake Memories: The Complete History of Friday the 13th,Daniel Farrands,400,9/13/2013,10,6.9,0,0
0.076717,Interior. Leather Bar.,James Franco|Travis Mathews,60,1/18/2013,15,5.3,0,0
0.075867,Home Run,David Boyd,114,4/19/2013,19,6.5,1123240.023,2678010.143
0.075197,Jimi: All Is by My Side,John Ridley,118,9/8/2013,40,5.3,0,90.79523522
0.074251,Not Another Happy Ending,John McKay,102,10/11/2013,20,6,0,0
0.072669,Djinn,Tobe Hooper,85,10/31/2013,13,4.2,0,0
0.350292,Bridegroom,Linda Bloodworth-Thomason,79,4/23/2013,27,7.1,0,0
0.070124,La gran familia espa_±ola,Daniel S_¡nchez Ar_©valo,101,9/13/2013,27,6.1,0,0
0.194285,History of the Eagles,Alison Ellwood,186,1/19/2013,10,7.5,0,0
0.069606,Willow Creek,Bobcat Goldthwait,80,5/2/2013,57,5.2,0,0
0.065723,The Unbelievers,Gus Holwerda,77,12/13/2013,29,6.5,0,0
0.096356,R'ha,Kaleb Lechowski,6,1/10/2013,12,6.3,0,0
0.111367,Death Comes to Pemberley,Daniel Percival,180,12/2/2013,11,6.7,0,0
0.064635,See Girl Run,Nate Meyer,90,4/26/2013,11,3.9,0,0
0.064476,Les rencontres d'apr_¨s minuit,Yann Gonzalez,92,5/13/2013,12,5.8,0,0
0.064187,My Amityville Horror,Eric Walter,88,3/14/2013,18,6.2,0,0
0.080336,Narco Cultura,Shaul Schwarz,103,11/22/2013,19,7.3,0,0
0.31727,Grace Unplugged,Brad J. Silverman,102,10/4/2013,22,6.1,0,0
0.1635,uwantme2killhim?,Andrew Douglas,93,6/24/2013,10,6.1,0,0
0.052986,L'arbitro,Paolo Zucca,96,9/12/2013,19,5.4,0,0
0.050881,Paradise,Diablo Cody,86,10/18/2013,16,4.7,0,0
0.028875,Toy Story of Terror!,Angus MacLane,22,10/15/2013,167,7.3,0,0
0.097682,Is the Man Who Is Tall Happy?,Michel Gondry,88,11/22/2013,26,7.1,0,0
0.049367,Porno,Adolfo Alix Jr.,90,7/27/2013,10,5.8,0,0
0.049206,Ass Backwards,Chris Nelson,90,1/21/2013,19,4.9,2808100.058,0
0.048587,Russell Brand: Messiah Complex,,99,11/25/2013,12,6.8,0,0
0.042197,Five Dances,Alan Brown,83,6/19/2013,15,6.4,0,0
0.042047,Unhung Hero,Brian Spitz,84,3/8/2013,15,5.3,0,0
0.041807,Pussy Riot: A Punk Prayer,Mike Lerner|Maxim Pozdorovkin,90,6/10/2013,17,6.9,0,0
0.041774,Computer Chess,Andrew Bujalski,91,7/17/2013,18,6.1,0,0
0.073295,__��______��_,Emmanuel Naccache,97,5/14/2013,21,4.6,0,0
0.041543,Mr. Jones,Karl Mueller,90,5/2/2013,10,5,0,0
0.011798,The Vatican Exorcisms,Joe Marino,0,5/29/2013,10,4.7,0,0
0.040858,The Internship,Shawn Levy,119,6/7/2013,1174,6.1,54289934.46,41185467.52
0.040535,Life of a King,Jake Goldberger,101,6/22/2013,19,6.2,0,0
0.03908,Bombay Talkies,Anurag Kashyap|Dibakar Banerjee|Zoya Akhtar|Karan Johar,127,5/3/2013,12,5.9,0,0
0.035299,Run,Simone Bartesaghi,106,10/10/2013,17,5.5,0,0
0.036702,The Story of Luke,Alonso Mayo,95,4/5/2013,10,4.9,0,0
0.162202,Gus,Jessie McCormack,87,12/6/2013,12,4.4,0,0
0.029727,95ers: Time Runners,Thomas Gomez Durham,96,2/14/2013,15,4.2,702.0250146,0
0.003066,Zero Charisma,Katie Graham|Andrew Matthews,86,10/11/2013,10,5.8,0,0
0.02402,Boss,Anthony D'Souza,143,10/16/2013,17,5.9,0,0
0.023757,Jimi Hendrix: Hear My Train A Comin',Bob Smeaton,120,11/5/2013,11,6.5,0,0
0.112041,Aziz Ansari: Buried Alive,Will Lovelace|Dylan Southern,79,11/1/2013,40,7.5,0,0
0.02115,K_¤nn ingen sorg,M_¥ns M_¥rlind|Bj_¶rn Stein,119,7/19/2013,11,6.2,0,0
0.146962,The Dirties,Matt Johnson,83,10/4/2013,15,6.2,0,0
0.01993,Sacro GRA,Gianfranco Rosi,93,9/19/2013,10,4.6,0,0
0.019755,Somm,Jason Wise,93,6/21/2013,20,7,0,0
0.08041,Yip Man: The Final Fight,Herman Yau,100,3/22/2013,110,6,0,35460.68754
0.016326,100% Cachemire,Val_©rie Lemercier,98,12/11/2013,33,5,1310446.694,0
0.015951,Escape from Tomorrow,Randy Moore,90,10/11/2013,50,4.1,608.4216793,0
0.015722,The Stone Roses: Made of Stone,Shane Meadows,96,5/28/2013,10,6,0,682408.5636
0.007821,TINY: A Story About Living Small,Merete Mueller|Christopher Smith,62,3/9/2013,10,6.7,0,0
0.015247,The Starving Games,Jason Friedberg|Aaron Seltzer,83,11/7/2013,151,4.1,4212150.087,0
0.01351,I Know That Voice,Lawrence Shapiro,90,11/6/2013,31,6.9,0,0
0.011298,How to Be a Man,Chadd Harbold,90,8/10/2013,15,6.6,0,0
0.017565,ABE,Rob McLellan,8,4/16/2013,17,6.1,0,0
0.010335,_¡____��_��_��_��_��___°_´,Fyodor Bondarchuk,131,10/9/2013,64,5.5,28081000.58,63771501.15
0.010213,A Viking Saga: The Darkest Day,Chris Crow,82,6/10/2013,16,3.6,0,0
0.00854,Beyonce: Life Is But A Dream,Ed Burke|Beyonc_© Knowles,88,3/5/2013,12,7.8,0,0
0.035367,A Very Merry Mix-Up,Jonathan Wright,90,11/10/2013,15,5.7,0,0
0.008078,Dark Circles,Paul Soter,87,1/1/2013,15,4.4,0,0
0.005853,Master of the Universe,Marc Bauder,88,11/7/2013,11,6.6,0,0
0.004323,Portal: Survive!,Connor McGuire|Colin McGuire,7,10/8/2013,11,7.5,468.0166764,0
0.040099,Minha M_£e _© uma Pe_§a,Andr_© Pellenz,85,6/21/2013,49,7.4,0,0
0.003611,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Laurent Malaquais,88,1/19/2013,13,5.8,325893.1162,0
0.002838,Russell Peters: Notorious,David Higby,71,10/15/2013,12,7.2,0,0
0.002719,Embrace of the Vampire,Carl Bessai,91,10/15/2013,19,4.9,0,0
0.006115,Mistaken for Strangers,Tom Berninger,75,9/19/2013,14,7.4,0,128667.1447
0.002648,Atlantic Rim,Jared Cohn,85,7/9/2013,21,2.2,0,0
0.002647,Trophy Kids,Chris Bell,107,12/4/2013,10,7.8,0,0
0.002165,The Sound of Music Live!,Beth McCarthy-Miller|Rob Ashford,180,12/5/2013,11,5.6,0,0
0.00062,G.B.F.,Darren Stein,92,10/20/2013,82,6.1,0,0
6.095293,Back to the Future,Robert Zemeckis,116,7/3/1985,3785,7.8,38516154.99,772572771.7
2.834739,The Breakfast Club,John Hughes,97,2/15/1985,1139,7.6,2027166.052,104450077.5
1.753688,Ladyhawke,Richard Donner,121,4/3/1985,124,6.6,40543321.05,37364724.68
1.746063,Mad Max Beyond Thunderdome,George Miller|George Ogilvie,107,6/29/1985,428,5.8,24945338.48,73444670.02
1.623978,A View to a Kill,John Glen,131,5/24/1985,272,5.8,60814981.57,308996785.9
1.613752,Legend,Ridley Scott,114,7/19/1985,120,6.3,50679151.31,31425355.18
1.596994,The Goonies,Richard Donner,114,6/6/1985,870,7.2,38516154.99,124447075.3
1.299275,A Nightmare on Elm Street Part 2: Freddy's Revenge,Jack Sholder,87,11/1/1985,168,5.7,6081498.157,60813386.19
1.177428,Rambo: First Blood Part II,George P. Cosmatos,96,5/21/1985,476,6.2,89195306.3,608961557.8
1.168819,Out of Africa,Sydney Pollack,161,12/10/1985,128,6.7,62842147.62,260489226.1
1.149954,Rocky IV,Sylvester Stallone,91,11/21/1985,517,6.6,62842147.62,609110116.7
1.105634,Brazil,Terry Gilliam,132,2/20/1985,434,7.4,30407490.78,0
1.034373,The Black Cauldron,Ted Berman|Richard Rich,80,7/24/1985,114,6.2,50679151.31,43155713.72
1.012186,The Color Purple,Steven Spielberg,154,12/18/1985,168,7.5,30407490.78,296558194.4
0.898411,Commando,Mark L. Lester,90,10/3/1985,391,6.3,20271660.52,116562048
0.887605,King Solomon's Mines,J. Lee Thompson,100,3/20/1985,50,4.9,25339575.65,482925.6871
0.876636,The Return of the Living Dead,Dan O'Bannon,91,5/15/1985,104,7.1,8108664.209,28860763.09
0.873551,Witness,Peter Weir,113,2/8/1985,176,6.7,24325992.63,139280483.8
0.790123,The Emerald Forest,John Boorman,114,6/26/1985,18,7.4,0,49598671.8
0.76343,Cocoon,Ron Howard,117,6/21/1985,134,6.5,0,172943868.8
0.719208,D.A.R.Y.L.,Simon Wincer,100,6/14/1985,45,6.1,0,15894751.57
0.717479,Fright Night,Tom Holland,106,8/2/1985,98,6.8,18244494.47,50521512.79
0.715873,National Lampoonâ__s European Vacation,Amy Heckerling,95,7/25/1985,108,5.9,0,100070283.9
0.709989,Police Academy 2: Their First Assignment,Jerry Paris,87,3/28/1985,160,5.4,0,112710432.5
0.70478,Red Sonja,Richard Fleischer,89,4/9/1985,100,5.2,36286272.34,14086032.93
0.689416,Day of the Dead,George A. Romero,102,7/19/1985,91,6.7,7095081.183,68923645.78
0.688022,Clue: The Movie,Jonathan Lynn,94,12/13/1985,202,7.1,30407490.78,29685813.59
0.662175,Friday the 13th: A New Beginning,Danny Steinmann,92,3/22/1985,82,5.2,4459765.315,44456598.88
0.657238,Santa Claus: The Movie,Jeannot Szwarc,108,10/29/1985,26,5.9,101358302.6,48078887.17
0.640586,Code of Silence,Andrew Davis,101,5/3/1985,11,6.1,0,41243425.14
0.636546,The Quiet Earth,Geoff Murphy,91,9/8/1985,58,6.4,2027166.052,0
0.632419,American Ninja,Sam Firstenberg,95,8/30/1985,36,5.8,2027166.052,0
0.627053,Fletch,Michael Ritchie,98,5/31/1985,97,6.7,0,0
0.623669,Weird Science,John Hughes,94,2/8/1985,181,6.3,0,78925780.38
0.619817,Pale Rider,Clint Eastwood,115,6/28/1985,120,6.8,0,83946097.65
0.617698,The Purple Rose of Cairo,Woody Allen,82,3/1/1985,99,7,30407490.78,21551477.35
0.617559,Mask,Peter Bogdanovich,120,3/8/1985,30,7.1,0,85951840.62
0.596755,Phenomena,Dario Argento,116,1/31/1985,57,6.6,7703230.999,0
0.587273,The Jewel of the Nile,Lewis Teague,106,12/4/1985,135,6.1,50679151.31,196175345.8
0.555541,Lifeforce,Tobe Hooper,116,6/20/1985,49,5.8,50679151.31,0
0.536718,Re-Animator,Stuart Gordon,86,10/18/1985,98,6.9,1824449.447,4101796.17
0.5129,Porky's Revenge,James Komack,92,3/22/1985,21,4.4,18244494.47,41595227.65
0.500115,The Man with One Red Shoe,Stan Dragoti,90,7/18/1985,29,5.2,0,0
0.497699,Real Genius,Martha Coolidge,106,8/7/1985,56,6.8,0,26353158.68
0.487412,The Sure Thing,Rob Reiner,100,3/1/1985,32,6.5,0,0
0.480534,Spies Like Us,John Landis,102,12/6/1985,79,5.8,0,0
0.476896,Death Wish 3,Michael Winner,92,11/1/1985,27,5.4,0,0
